AXIOMS Luce.abs_cyclicGridKernel_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_remaining_rate_floor: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_root_log_probability: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_sampled_ordinary_weighted_row: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_sampled_rate_floor: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_sampled_rate_relative_error: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_sampled_rate_upper: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_sampled_weighted_subset: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_scaled_populationD_comparison: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_scaled_populationD_power_error: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_scaled_rate_difference_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_shifted_insertion_moment: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_source_full_weighted_insertion_row: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_survival_difference_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_survival_envelope: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_unrestricted_shifted_moment: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.right_weight_quantile_concentration: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.sampled_lower_outside_right: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.sampled_rate_polynomial_upper: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.sampled_upper_outside_left: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.small_time_populationG: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.terminal_inactive_right_envelope: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.terminal_outside_right_Lp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.terminal_right_depth_Lp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.totalCoefficient_pos65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.PowerProfile.upper_away_left: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.RapidError65.add: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.RapidError65.congr: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.RapidError65.const_mul: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.RapidError65.mul_growth: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.RapidError65.sum: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.RapidError65.tendsto: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.ReplacementPath._proof_1: [propext]
AXIOMS Luce.Section6.RightBehavior.eventually_upper: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.SamplingGrid.ofNat_ctorIdx: []
AXIOMS Luce.Section6.TraceDensity68.bounded: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.closedPath_integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.closedPath_integral: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.continuous: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.continuous_root_trace: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.convolution_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.convolution_continuous: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.convolution_integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.convolution_nonneg: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.integral_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.nonneg: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.openPath_integral: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.TraceDensity68.reflect: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.antitone_depth_sum_le._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.categoryAssignmentBlock._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categoryAssignmentBlock._proof_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categoryAssignmentBlock.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categoryAssignmentOfCollection._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categoryAssignmentOfCollection._proof_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categoryBlockIndicator.congr_simp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categoryBlockIndicator.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categoryBlockVertexSet.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categoryCollectionBlock._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categoryCollectionOfAssignment._proof_1: [propext]
AXIOMS Luce.Section6.categoryCollectionOfAssignment._proof_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categoryCollectionOfAssignment._proof_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categoryCollectionOfAssignment._proof_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categoryFamilyRestriction.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.categorySetRootDepth.eq_1: [propext, Quot.sound]
AXIOMS Luce.Section6.categorySetRootDepth.eq_2: [propext, Quot.sound]
AXIOMS Luce.Section6.centeredPoissonMoment65.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.charFun_one_tendsto_of_moments._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.charFun_one_tendsto_of_moments._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.Section6.clippedSpan68.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.clockArrivalIndicator.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.closedLogCycleWeight.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.collisionCycleWeight.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.collisionPairSum.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.collision_core_square_sum._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.collision_family_pair_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.collision_nearby_card._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.collision_nearby_card._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.collision_same_corner_distance._proof_1_4: [propext, Quot.sound]
AXIOMS Luce.Section6.collision_same_corner_distance._proof_1_5: [propext, Quot.sound]
AXIOMS Luce.Section6.collision_varying_matrices_pair_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.continuous_box_trace_integral68._simp_1_2: [propext]
AXIOMS Luce.Section6.continuous_box_trace_integral68._simp_1_3: [propext]
AXIOMS Luce.Section6.continuous_box_trace_integral68._simp_1_4: [propext]
AXIOMS Luce.Section6.continuous_box_trace_integral68._simp_1_5: [propext]
AXIOMS Luce.Section6.continuous_trace_first_coordinate._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.continuous_trace_first_coordinate._simp_1_2: [propext]
AXIOMS Luce.Section6.continuous_trace_first_coordinate_Ioc68._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.convolutionDensity._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.convolutionDensity.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.convolutionDensity.eq_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.convolutionDensity.eq_def: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.convolutionDensity_pos65._simp_1_1: [propext]
AXIOMS Luce.Section6.convolutionDensity_pos65._simp_1_2: [propext]
AXIOMS Luce.Section6.coreCategoryCount_eq_filtered65._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreCategoryCount_eq_filtered65._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreCategoryIdealMean.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_10: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_11: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_12: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_13: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_14: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_15: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_16: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_17: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_18: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_19: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_20: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_21: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_22: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_23: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_24: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_5: [propext, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_7: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_8: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.coreDepthEquiv._proof_9: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.core_category_cycle_sets_disjoint._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.core_category_cycle_sets_disjoint._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.core_ideal_category_sum_reindex._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.cornerBehavior.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cornerBehavior.eq_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cornerCoefficient.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cornerCoefficient.eq_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cornerCoefficient.eq_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cornerDepthPotential.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cornerDepthPotential.eq_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cornerDistance.eq_1: []
AXIOMS Luce.Section6.cornerDistance.eq_2: []
AXIOMS Luce.Section6.cornerDistance_injective67._proof_1_4: [propext, Quot.sound]
AXIOMS Luce.Section6.cornerDistance_injective67._proof_1_5: [propext, Quot.sound]
AXIOMS Luce.Section6.cornerDistance_le_population65._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.cornerDistance_le_population65._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.Section6.cornerDistance_pos67._proof_1_4: [propext, Quot.sound]
AXIOMS Luce.Section6.cornerDistance_pos67._proof_1_5: [propext, Quot.sound]
AXIOMS Luce.Section6.cornerDistance_positive._proof_1_4: [propext, Quot.sound]
AXIOMS Luce.Section6.cornerDistance_positive._proof_1_5: [propext, Quot.sound]
AXIOMS Luce.Section6.cornerQuantileTime.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cornerQuantileTime.eq_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cornerRowRatio.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cornerRowRatio.eq_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.corner_potential_ratio_power._simp_1_1: [propext]
AXIOMS Luce.Section6.corner_potential_ratio_power._simp_1_2: [propext]
AXIOMS Luce.Section6.corner_potential_ratio_power._simp_1_3: [propext]
AXIOMS Luce.Section6.corner_potential_ratio_power._simp_1_4: [propext]
AXIOMS Luce.Section6.corner_potential_ratio_power._simp_1_5: [propext]
AXIOMS Luce.Section6.corner_potential_ratio_power._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.corner_potential_ratio_power._simp_1_7: [propext]
AXIOMS Luce.Section6.corner_weighted_row_to_potential._simp_1_1: [propext]
AXIOMS Luce.Section6.corner_weighted_row_to_potential._simp_1_2: [propext]
AXIOMS Luce.Section6.corner_weighted_row_to_potential._simp_1_3: [propext]
AXIOMS Luce.Section6.corner_weighted_row_to_potential._simp_1_4: [propext]
AXIOMS Luce.Section6.corner_weighted_row_to_potential._simp_1_5: [propext]
AXIOMS Luce.Section6.corner_weighted_row_to_potential._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.corner_weighted_row_to_potential._simp_1_7: [propext]
AXIOMS Luce.Section6.covered_filter_card65._simp_1_1: [propext]
AXIOMS Luce.Section6.critical._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.criticalArrivalCount.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.criticalBlock.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.criticalCycleDecay._proof_1: [propext]
AXIOMS Luce.Section6.criticalMissingIndicator.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.criticalProbeTime.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.criticalReference.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.criticalRemainingWeight.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_arrival_count_card._simp_1_1: [propext]
AXIOMS Luce.Section6.critical_arrival_count_card._simp_1_2: [propext]
AXIOMS Luce.Section6.critical_block_square_sum._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_block_sum._proof_1_6: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_block_sum._proof_1_7: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_block_sum._proof_1_8: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_block_sum._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_block_sum._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_block_sum._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_block_sum._simp_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_cycle_count_complement._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_cycle_count_split._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_cycle_count_split._proof_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_cycle_count_split._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_cycle_count_split._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_cycle_kernel_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_deleted_harmonic_lower._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_drawn_labels._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_drawn_labels._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_drawn_labels._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_drawn_labels._simp_1_4: [propext]
AXIOMS Luce.Section6.critical_drawn_labels._simp_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_drawn_labels._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_early_sum_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_early_sum_bound._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_early_sum_bound._simp_1_3: [propext]
AXIOMS Luce.Section6.critical_early_sum_bound._simp_1_4: [propext]
AXIOMS Luce.Section6.critical_early_sum_bound._simp_1_5: [propext]
AXIOMS Luce.Section6.critical_early_sum_bound._simp_1_6: [propext]
AXIOMS Luce.Section6.critical_early_sum_bound._simp_1_7: [propext]
AXIOMS Luce.Section6.critical_early_sum_bound._simp_1_8: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_early_sum_bound._simp_1_9: [propext]
AXIOMS Luce.Section6.critical_exceptional_weight_absorption._simp_1_1: [propext]
AXIOMS Luce.Section6.critical_exceptional_weight_absorption._simp_1_2: [propext]
AXIOMS Luce.Section6.critical_exceptional_weight_absorption._simp_1_3: [propext]
AXIOMS Luce.Section6.critical_exceptional_weight_absorption._simp_1_4: [propext]
AXIOMS Luce.Section6.critical_exceptional_weight_absorption._simp_1_5: [propext]
AXIOMS Luce.Section6.critical_exceptional_weight_absorption._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_exceptional_weight_absorption._simp_1_7: [propext]
AXIOMS Luce.Section6.critical_harmonic_tail_lower._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_inverse_square_sum._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_label_image._proof_1_4: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_label_image._proof_1_5: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_label_image._proof_1_6: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_label_image._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_label_image._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_label_image._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_log_error_sum._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_log_root_sum._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_log_summand_deriv._simp_1_1: [propext]
AXIOMS Luce.Section6.critical_log_summand_deriv._simp_1_2: [propext]
AXIOMS Luce.Section6.critical_log_summand_deriv._simp_1_3: [propext]
AXIOMS Luce.Section6.critical_log_summand_deriv._simp_1_4: [propext]
AXIOMS Luce.Section6.critical_log_summand_deriv._simp_1_5: [propext]
AXIOMS Luce.Section6.critical_log_summand_deriv._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_log_summand_deriv._simp_1_7: [propext]
AXIOMS Luce.Section6.critical_main_block_error_sum._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_main_block_error_sum._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_main_block_error_sum._proof_1_3: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_main_error_sum._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_main_error_sum._simp_1_2: [propext]
AXIOMS Luce.Section6.critical_main_error_sum._simp_1_3: [propext]
AXIOMS Luce.Section6.critical_main_error_sum._simp_1_4: [propext]
AXIOMS Luce.Section6.critical_main_error_sum._simp_1_5: [propext]
AXIOMS Luce.Section6.critical_main_error_sum._simp_1_6: [propext]
AXIOMS Luce.Section6.critical_main_error_sum._simp_1_7: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_main_error_sum._simp_1_8: [propext]
AXIOMS Luce.Section6.critical_path_variation_sum._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_pole_arrival_integral._simp_1_1: [propext]
AXIOMS Luce.Section6.critical_pole_arrival_integral._simp_1_2: [propext]
AXIOMS Luce.Section6.critical_pole_arrival_integral._simp_1_3: [propext]
AXIOMS Luce.Section6.critical_pole_arrival_integral._simp_1_4: [propext]
AXIOMS Luce.Section6.critical_pole_arrival_integral._simp_1_5: [propext]
AXIOMS Luce.Section6.critical_pole_arrival_integral._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_pole_arrival_integral._simp_1_7: [propext]
AXIOMS Luce.Section6.critical_pole_weight_integral._simp_1_1: [propext]
AXIOMS Luce.Section6.critical_pole_weight_integral._simp_1_2: [propext]
AXIOMS Luce.Section6.critical_pole_weight_integral._simp_1_3: [propext]
AXIOMS Luce.Section6.critical_pole_weight_integral._simp_1_4: [propext]
AXIOMS Luce.Section6.critical_pole_weight_integral._simp_1_5: [propext]
AXIOMS Luce.Section6.critical_pole_weight_integral._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_pole_weight_integral._simp_1_7: [propext]
AXIOMS Luce.Section6.critical_predictable_sum_expectation._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_probe_arrival_lower._simp_1_1: [propext]
AXIOMS Luce.Section6.critical_probe_arrival_lower._simp_1_2: [propext]
AXIOMS Luce.Section6.critical_probe_arrival_lower._simp_1_3: [propext]
AXIOMS Luce.Section6.critical_probe_arrival_lower._simp_1_4: [propext]
AXIOMS Luce.Section6.critical_probe_arrival_lower._simp_1_5: [propext]
AXIOMS Luce.Section6.critical_probe_arrival_lower._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_probe_arrival_lower._simp_1_7: [propext]
AXIOMS Luce.Section6.critical_rank_le_arrivals._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_reciprocal_error._simp_1_1: [propext]
AXIOMS Luce.Section6.critical_reciprocal_error._simp_1_2: [propext]
AXIOMS Luce.Section6.critical_reciprocal_error._simp_1_3: [propext]
AXIOMS Luce.Section6.critical_reciprocal_error._simp_1_4: [propext]
AXIOMS Luce.Section6.critical_reciprocal_error._simp_1_5: [propext]
AXIOMS Luce.Section6.critical_reciprocal_error._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_reciprocal_error._simp_1_7: [propext]
AXIOMS Luce.Section6.critical_reference_error_split._proof_1_10: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_reference_error_split._proof_1_11: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_reference_error_split._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_reference_error_split._proof_1_3: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_reference_error_split._proof_1_4: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_reference_error_split._proof_1_7: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_reference_error_split._proof_1_8: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_reference_error_split._proof_1_9: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_reference_error_split._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_reference_error_split._simp_1_6: [propext]
AXIOMS Luce.Section6.critical_reference_mass_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_reference_row_bounds._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_reference_row_mass._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_reference_sum_integral._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_reference_sum_integral._simp_1_2: [propext]
AXIOMS Luce.Section6.critical_reference_sum_integral._simp_1_3: [propext]
AXIOMS Luce.Section6.critical_reference_sum_integral._simp_1_4: [propext]
AXIOMS Luce.Section6.critical_reference_sum_integral._simp_1_5: [propext]
AXIOMS Luce.Section6.critical_reference_sum_integral._simp_1_6: [propext]
AXIOMS Luce.Section6.critical_reference_sum_integral._simp_1_7: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_reference_sum_integral._simp_1_8: [propext]
AXIOMS Luce.Section6.critical_remaining_survival_bound._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_remaining_survival_bound._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_remaining_survival_bound._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_retained_probability_le_matrix._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_retained_sum_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_tuple_weight_sum._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_tuple_weight_sum._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.critical_tuple_weight_sum._proof_1_4: [propext, Quot.sound]
AXIOMS Luce.Section6.critical_tuple_weight_sum._simp_1_2: [propext]
AXIOMS Luce.Section6.critical_vertex_expectation_of_rates._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.crossDepthError.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cross_depth_relative_transport._simp_1_1: [propext]
AXIOMS Luce.Section6.cross_depth_relative_transport._simp_1_2: [propext]
AXIOMS Luce.Section6.cross_depth_relative_transport._simp_1_3: [propext]
AXIOMS Luce.Section6.cross_depth_relative_transport._simp_1_4: [propext]
AXIOMS Luce.Section6.cross_depth_relative_transport._simp_1_5: [propext]
AXIOMS Luce.Section6.cross_depth_relative_transport._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cross_depth_relative_transport._simp_1_7: [propext]
AXIOMS Luce.Section6.cycle_closing_potential_bound._simp_1_1: [propext]
AXIOMS Luce.Section6.cycle_closing_potential_bound._simp_1_2: [propext]
AXIOMS Luce.Section6.cycle_closing_potential_bound._simp_1_3: [propext]
AXIOMS Luce.Section6.cycle_closing_potential_bound._simp_1_4: [propext]
AXIOMS Luce.Section6.cycle_closing_potential_bound._simp_1_5: [propext]
AXIOMS Luce.Section6.cycle_closing_potential_bound._simp_1_6: [propext, Classical.choice, Quot.sound]
